SeqID,Class,QSOGran1,QSOGran10,QSOGran11,QSOGran12,QSOGran13,QSOGran14,QSOGran15,QSOGran16,QSOGran17,QSOGran18,QSOGran19,QSOGran2,QSOGran20,QSOGran21,QSOGran22,QSOGran23,QSOGran24,QSOGran25,QSOGran26,QSOGran27,QSOGran28,QSOGran29,QSOGran3,QSOGran30,QSOGran31,QSOGran32,QSOGran33,QSOGran34,QSOGran35,QSOGran36,QSOGran37,QSOGran38,QSOGran39,QSOGran4,QSOGran40,QSOGran41,QSOGran42,QSOGran43,QSOGran5,QSOGran6,QSOGran7,QSOGran8,QSOGran9,QSOSW1,QSOSW10,QSOSW11,QSOSW12,QSOSW13,QSOSW14,QSOSW15,QSOSW16,QSOSW17,QSOSW18,QSOSW19,QSOSW2,QSOSW20,QSOSW21,QSOSW22,QSOSW23,QSOSW24,QSOSW25,QSOSW26,QSOSW27,QSOSW28,QSOSW29,QSOSW3,QSOSW30,QSOSW31,QSOSW32,QSOSW33,QSOSW34,QSOSW35,QSOSW36,QSOSW37,QSOSW38,QSOSW39,QSOSW4,QSOSW40,QSOSW41,QSOSW42,QSOSW43,QSOSW5,QSOSW6,QSOSW7,QSOSW8,QSOSW9
1EE8B,1,8.6484e-06,9.5133e-06,1.47023e-05,9.5133e-06,2.5945e-06,6.0539e-06,2.07562e-05,4.3242e-06,1.21078e-05,1.38375e-05,6.0539e-06,2.24859e-05,1.21078e-05,0.0378061611,0.0448956414,0.0464511846,0.0509361993,0.0449372749,0.042638392,0.0471157831,0.0456093218,0.0415511111,6.0539e-06,0.0445671651,0.0388717472,0.0435693108,0.044650107,0.0458247664,0.0460738503,0.0424165376,0.0419154356,0.043460233,0.0360867848,1.29726e-05,0.0468567898,0.039984175,0.0471923787,0.0363604663,4.3242e-06,1.21078e-05,1.21078e-05,2.16211e-05,1.72968e-05,6.758e-06,7.4338e-06,1.14885e-05,7.4338e-06,2.0274e-06,4.7306e-06,1.62191e-05,3.379e-06,9.4612e-06,1.08127e-05,4.7306e-06,1.75707e-05,9.4612e-06,0.043281629,0.0475455077,0.0459728717,0.0461874874,0.0473679699,0.0430131132,0.0447672337,0.0419204045,0.0446842,4.7306e-06,0.0441715104,0.0400689842,0.0414028972,0.041002265,0.0435584226,0.0430677699,0.0430418414,0.0424765257,0.0404249365,0.0417353864,1.01369e-05,0.0467451875,0.0427943318,0.0446237997,0.0399666386,3.379e-06,9.4612e-06,9.4612e-06,1.68949e-05,1.35159e-05
1EIJA,1,4.03239e-05,9.07288e-05,7.05668e-05,4.03239e-05,5.04049e-05,1.0081e-05,2.01619e-05,0.0,1.0081e-05,0.0,0.0,0.0001108907,3.02429e-05,0.0461201146,0.0425631408,0.0638139491,0.0479504392,0.0528661529,0.04743941,0.0480250599,0.042823823,0.0389906384,4.03239e-05,0.0365538866,0.0411592277,0.0478801423,0.0445753199,0.0410805371,0.0473819991,0.0391263125,0.0367967958,0.0490371657,0.043219153,2.01619e-05,0.0293201728,0.036415644,0.0431198729,0.0329446458,0.0,9.07288e-05,0.0001512146,1.0081e-05,1.0081e-05,2.94925e-05,6.63582e-05,5.1612e-05,2.94925e-05,3.68657e-05,7.3731e-06,1.47463e-05,0.0,7.3731e-06,0.0,0.0,8.11045e-05,2.21194e-05,0.0495010928,0.0437061387,0.0589037882,0.049007912,0.0476802946,0.0465079014,0.0502395755,0.0424793327,0.0424603397,2.94925e-05,0.0411029969,0.0451579738,0.0481283756,0.0412942049,0.0415367801,0.0465635681,0.0394234283,0.0385861278,0.041991134,0.0412439896,1.47463e-05,0.0301920404,0.0375990426,0.0408435151,0.0352679693,0.0,6.63582e-05,0.0001105971,7.3731e-06,7.3731e-06
1F1EA,1,7.94133e-05,3.52948e-05,3.23536e-05,5.58834e-05,1.76474e-05,2.9412e-06,1.76474e-05,5.8825e-06,8.8237e-06,0.0,1.17649e-05,2.64711e-05,3.8236e-05,0.0420941479,0.0350962861,0.0491571482,0.0567441572,0.0374638646,0.0359190655,0.0559354153,0.0408292131,0.0430897669,0.0,0.0397449684,0.0559484513,0.0597583987,0.0396889099,0.0416976416,0.0356001457,0.0509476338,0.0374825613,0.0341090807,0.0407506919,2.94123e-05,0.0435749904,0.0442972356,0.0315555564,0.0480646608,0.0,5.29422e-05,0.0,2.64711e-05,8.8237e-06,4.7163e-05,2.09613e-05,1.92146e-05,3.31888e-05,1.04807e-05,1.7468e-06,1.04807e-05,3.4936e-06,5.2403e-06,0.0,6.9871e-06,1.5721e-05,2.27081e-05,0.0443354497,0.0469958106,0.0478882297,0.04792306,0.0411293537,0.0432356759,0.0485485823,0.0441472816,0.042087859,0.0,0.0428456349,0.0456446174,0.046715963,0.0420743736,0.0459097233,0.0415125528,0.0449591362,0.0399555508,0.0379592935,0.0406354236,1.74678e-05,0.0423616905,0.0443125339,0.0377161719,0.0408387753,0.0,3.1442e-05,0.0,1.5721e-05,5.2403e-06
1F2RI,1,9.8596e-06,0.0,3.45087e-05,2.46491e-05,1.97193e-05,2.95789e-05,3.94385e-05,3.45087e-05,1.97193e-05,9.8596e-06,1.47895e-05,4.92982e-05,2.46491e-05,0.0486677083,0.0470386597,0.053017232,0.0507877864,0.0478327495,0.0410923374,0.0382580838,0.0431238765,0.0474020448,1.97193e-05,0.0434726797,0.049742169,0.0463423802,0.0491657049,0.0429459257,0.050555488,0.042856959,0.0353547175,0.0343522265,0.0346499365,3.45087e-05,0.0415124742,0.0353736131,0.038117046,0.0378501496,4.43684e-05,3.45087e-05,1.47895e-05,2.46491e-05,4.9298e-06,9.8237e-06,0.0,3.43829e-05,2.45592e-05,1.96474e-05,2.94711e-05,3.92948e-05,3.43829e-05,1.96474e-05,9.8237e-06,1.47355e-05,4.91185e-05,2.45592e-05,0.0507177517,0.0507692376,0.0443765526,0.047592676,0.0475266855,0.0430267786,0.0467145549,0.0484841605,0.0469187156,1.96474e-05,0.0440604941,0.0436776201,0.0379406523,0.0451625307,0.0389816563,0.0447670618,0.0447791643,0.0401659968,0.0384213065,0.0422305532,3.43829e-05,0.0394451326,0.0376912022,0.0391932579,0.0368699854,4.42066e-05,3.43829e-05,1.47355e-05,2.45592e-05,4.9118e-06
1F6VA,1,0.0001058594,6.73651e-05,6.73651e-05,7.69886e-05,1.92472e-05,9.6236e-06,9.6236e-06,1.92472e-05,5.77415e-05,1.92472e-05,0.0,4.81179e-05,5.77415e-05,0.0434768323,0.0524773116,0.053981786,0.0562943733,0.0505832627,0.0406319106,0.0355541416,0.0466802083,0.0490537914,4.81179e-05,0.0404323458,0.0417763681,0.0411672094,0.0420280418,0.0437962643,0.0406799166,0.044606186,0.0378499177,0.0417761453,0.0547637765,4.81179e-05,0.037686061,0.0367266196,0.0294927624,0.0376186454,0.0,4.81179e-05,7.69886e-05,5.77415e-05,2.88707e-05,7.47027e-05,4.75381e-05,4.75381e-05,5.43293e-05,1.35823e-05,6.7912e-06,6.7912e-06,1.35823e-05,4.0747e-05,1.35823e-05,0.0,3.39558e-05,4.0747e-05,0.0482723204,0.0546285688,0.046534502,0.053099326,0.0442653186,0.0460641312,0.0406260712,0.0407728379,0.0486941849,3.39558e-05,0.0465380948,0.0429338532,0.0443939257,0.0410995924,0.0451901944,0.0437307149,0.0388279537,0.0383103707,0.0433932329,0.044148953,3.39558e-05,0.0372131744,0.0373918905,0.0355540042,0.0377055799,0.0,3.39558e-05,5.43293e-05,4.0747e-05,2.03735e-05
1G5HA,1,4.5178e-06,6.2747e-06,4.7688e-06,3.2628e-06,3.5138e-06,7.2786e-06,6.7767e-06,3.5138e-06,4.0158e-06,5.5217e-06,5.5217e-06,8.2826e-06,5.5217e-06,0.0467409016,0.0484995681,0.0456748573,0.0448182553,0.0429693535,0.0431056382,0.045323159,0.0420418914,0.0455621443,5.0197e-06,0.0444445644,0.043811984,0.042284495,0.04214523,0.0426858013,0.0451507009,0.0441313154,0.0393862143,0.0415456394,0.0391944691,7.2786e-06,0.0426936521,0.0425038846,0.043427657,0.0417449266,4.2668e-06,8.5336e-06,4.5178e-06,7.7806e-06,7.5296e-06,4.1623e-06,5.781e-06,4.3936e-06,3.0061e-06,3.2374e-06,6.7059e-06,6.2435e-06,3.2374e-06,3.6998e-06,5.0873e-06,5.0873e-06,7.6309e-06,5.0873e-06,0.0435637322,0.0467255495,0.0475262998,0.04554184,0.0442545121,0.0439894527,0.0430580241,0.043221959,0.044906774,4.6248e-06,0.0449424712,0.0421205515,0.0408475397,0.0433517987,0.0463727765,0.0421831509,0.0442985196,0.041507157,0.0434489654,0.0405721743,6.7059e-06,0.0432284977,0.0404149252,0.0418110209,0.0420075565,3.9311e-06,7.8621e-06,4.1623e-06,7.1684e-06,6.9372e-06
1GDTB,1,1.5589e-05,2.07853e-05,1.38569e-05,1.21248e-05,2.42495e-05,8.6606e-06,6.9284e-06,1.38569e-05,6.9284e-06,1.21248e-05,1.03927e-05,3.98385e-05,1.90532e-05,0.0429025518,0.0477814029,0.047702182,0.0491300946,0.0394571246,0.0454023168,0.040233282,0.046288939,0.0381495369,6.9284e-06,0.0462954371,0.0476706872,0.0367970001,0.0460339285,0.0438394122,0.0480814369,0.0409082823,0.0399777168,0.0545722831,0.0427383905,2.42495e-05,0.0409528095,0.0417100176,0.035066667,0.0379932565,5.1963e-06,2.42495e-05,1.03927e-05,2.77138e-05,1.21248e-05,1.17195e-05,1.56261e-05,1.04174e-05,9.1152e-06,1.82304e-05,6.5109e-06,5.2087e-06,1.04174e-05,5.2087e-06,9.1152e-06,7.813e-06,2.99499e-05,1.43239e-05,0.0473762173,0.0504834048,0.046228551,0.0473033832,0.0453091055,0.0444055238,0.0413228048,0.0473984367,0.0410736122,5.2087e-06,0.0454700147,0.0430578513,0.0417389984,0.0442782934,0.0423864631,0.0428376968,0.0429482718,0.0437067413,0.0424757945,0.0401773531,1.82304e-05,0.0415758815,0.0373112442,0.0391799085,0.0417174528,3.9065e-06,1.82304e-05,7.813e-06,2.08347e-05,9.1152e-06
1HCRA,1,0.0001836604,7.34641e-05,7.34641e-05,7.34641e-05,0.0001101962,3.67321e-05,0.0001836604,0.0001101962,0.0001101962,7.34641e-05,7.34641e-05,0.0002938566,7.34641e-05,0.0655363404,0.0439171841,0.0634992379,0.0464319886,0.0562622772,0.0459206522,0.0258980885,0.0442071509,0.0484933675,0.0,0.0469364883,0.0637146705,0.0464237829,0.0446125018,0.0388702726,0.0335128752,0.0480882549,0.0262158074,0.0215703558,0.0327932296,0.0,0.0575287894,0.0390832775,0.0287515068,0.0298585641,0.0,7.34641e-05,0.0002203924,0.0001101962,0.0,0.0001056298,4.22519e-05,4.22519e-05,4.22519e-05,6.33779e-05,2.1126e-05,0.0001056298,6.33779e-05,6.33779e-05,4.22519e-05,4.22519e-05,0.0001690077,4.22519e-05,0.0573720723,0.0568707759,0.0526448638,0.0518251249,0.0513213947,0.0498252199,0.0424924581,0.0467279864,0.0501567001,0.0,0.0400964524,0.0459810588,0.0447234285,0.0496419583,0.0384413203,0.0385781589,0.0478660559,0.0324699287,0.0325860801,0.0305218824,0.0,0.0454476265,0.0341387868,0.0323821446,0.0268110973,0.0,4.22519e-05,0.0001267558,6.33779e-05,0.0
1HKQA,1,1.60011e-05,2.8802e-05,2.24015e-05,4.48031e-05,2.24015e-05,2.24015e-05,1.92013e-05,1.28009e-05,9.6007e-06,9.6007e-06,3.20022e-05,1.92013e-05,1.92013e-05,0.0470633032,0.0433111408,0.047106038,0.0435292352,0.0398921044,0.0492786806,0.0469459933,0.0475853636,0.0451511566,3.84027e-05,0.0419329633,0.0485521255,0.0461811888,0.0405811049,0.0458956472,0.0437669532,0.0413201621,0.0462089431,0.0407855743,0.036975399,2.56018e-05,0.0426345274,0.0406791321,0.041073066,0.0331309682,1.28009e-05,2.24015e-05,2.24015e-05,9.6007e-06,9.6007e-06,1.44881e-05,2.60785e-05,2.02833e-05,4.05666e-05,2.02833e-05,2.02833e-05,1.73857e-05,1.15905e-05,8.6928e-06,8.6928e-06,2.89761e-05,1.73857e-05,1.73857e-05,0.0472108467,0.0432025578,0.0473604527,0.0409446572,0.0464427501,0.0482926656,0.0476733908,0.044900566,0.0426904386,3.47714e-05,0.0428623259,0.0460229186,0.0450010945,0.0421465936,0.0436883304,0.0419877253,0.0417247181,0.0441447358,0.0412548438,0.0402510836,2.31809e-05,0.0410975625,0.0434515222,0.040921869,0.0363467638,1.15905e-05,2.02833e-05,2.02833e-05,8.6928e-06,8.6928e-06
1HLVA,1,2.91968e-05,3.75388e-05,2.08549e-05,7.50775e-05,3.75388e-05,2.08549e-05,2.08549e-05,2.50258e-05,1.25129e-05,3.33678e-05,8.3419e-06,5.00517e-05,1.25129e-05,0.0543790629,0.0519249031,0.0422591197,0.0487208923,0.0379179572,0.0404448847,0.044472411,0.038429508,0.0461054056,2.50258e-05,0.0440636935,0.0490409789,0.0441171346,0.0409877273,0.0453479467,0.0469509499,0.0441301765,0.0321135351,0.0431390577,0.0420779934,1.66839e-05,0.0388078463,0.0345097818,0.0439722064,0.0455446011,0.0,2.91968e-05,4.17097e-05,2.50258e-05,2.08549e-05,1.95662e-05,2.51566e-05,1.39759e-05,5.03131e-05,2.51566e-05,1.39759e-05,1.39759e-05,1.6771e-05,8.3855e-06,2.23614e-05,5.5903e-06,3.35421e-05,8.3855e-06,0.0506620604,0.0521981112,0.0426350978,0.0473073275,0.0455350806,0.0447381895,0.0457294699,0.0409968562,0.0460892605,1.6771e-05,0.0396935165,0.0467389884,0.0407827874,0.0419799916,0.0398257414,0.0460368762,0.0451128129,0.0387133498,0.0415052432,0.0383767111,1.11807e-05,0.0398263907,0.0419284273,0.0389754284,0.0442489087,0.0,1.95662e-05,2.79517e-05,1.6771e-05,1.39759e-05
