SeqID,Class,ASAC,SPAC_10_0,SPAC_10_1,SPAC_10_2,SPAC_1_0,SPAC_1_1,SPAC_1_2,SPAC_2_0,SPAC_2_1,SPAC_2_2,SPAC_3_0,SPAC_3_1,SPAC_3_2,SPAC_4_0,SPAC_4_1,SPAC_4_2,SPAC_5_0,SPAC_5_1,SPAC_5_2,SPAC_6_0,SPAC_6_1,SPAC_6_2,SPAC_7_0,SPAC_7_1,SPAC_7_2,SPAC_8_0,SPAC_8_1,SPAC_8_2,SPAC_9_0,SPAC_9_1,SPAC_9_2,SPB_0_0,SPB_0_1,SPB_0_2,SPB_1_0,SPB_1_1,SPB_1_2,SPB_2_0,SPB_2_1,SPB_2_2,SP_0,SP_1,SP_2,SSC_C,SSC_E,SSC_H,SSO_C,SSO_E,SSO_H,TAAC_10_0,TAAC_10_1,TAAC_10_2,TAAC_10_3,TAAC_10_4,TAAC_10_5,TAAC_10_6,TAAC_10_7,TAAC_1_0,TAAC_1_1,TAAC_1_2,TAAC_1_3,TAAC_1_4,TAAC_1_5,TAAC_1_6,TAAC_1_7,TAAC_2_0,TAAC_2_1,TAAC_2_2,TAAC_2_3,TAAC_2_4,TAAC_2_5,TAAC_2_6,TAAC_2_7,TAAC_3_0,TAAC_3_1,TAAC_3_2,TAAC_3_3,TAAC_3_4,TAAC_3_5,TAAC_3_6,TAAC_3_7,TAAC_4_0,TAAC_4_1,TAAC_4_2,TAAC_4_3,TAAC_4_4,TAAC_4_5,TAAC_4_6,TAAC_4_7,TAAC_5_0,TAAC_5_1,TAAC_5_2,TAAC_5_3,TAAC_5_4,TAAC_5_5,TAAC_5_6,TAAC_5_7,TAAC_6_0,TAAC_6_1,TAAC_6_2,TAAC_6_3,TAAC_6_4,TAAC_6_5,TAAC_6_6,TAAC_6_7,TAAC_7_0,TAAC_7_1,TAAC_7_2,TAAC_7_3,TAAC_7_4,TAAC_7_5,TAAC_7_6,TAAC_7_7,TAAC_8_0,TAAC_8_1,TAAC_8_2,TAAC_8_3,TAAC_8_4,TAAC_8_5,TAAC_8_6,TAAC_8_7,TAAC_9_0,TAAC_9_1,TAAC_9_2,TAAC_9_3,TAAC_9_4,TAAC_9_5,TAAC_9_6,TAAC_9_7,TAB_0_0,TAB_0_1,TAB_0_2,TAB_0_3,TAB_0_4,TAB_0_5,TAB_0_6,TAB_0_7,TAB_1_0,TAB_1_1,TAB_1_2,TAB_1_3,TAB_1_4,TAB_1_5,TAB_1_6,TAB_1_7,TAB_2_0,TAB_2_1,TAB_2_2,TAB_2_3,TAB_2_4,TAB_2_5,TAB_2_6,TAB_2_7,TAB_3_0,TAB_3_1,TAB_3_2,TAB_3_3,TAB_3_4,TAB_3_5,TAB_3_6,TAB_3_7,TAB_4_0,TAB_4_1,TAB_4_2,TAB_4_3,TAB_4_4,TAB_4_5,TAB_4_6,TAB_4_7,TAB_5_0,TAB_5_1,TAB_5_2,TAB_5_3,TAB_5_4,TAB_5_5,TAB_5_6,TAB_5_7,TAB_6_0,TAB_6_1,TAB_6_2,TAB_6_3,TAB_6_4,TAB_6_5,TAB_6_6,TAB_6_7,TAB_7_0,TAB_7_1,TAB_7_2,TAB_7_3,TAB_7_4,TAB_7_5,TAB_7_6,TAB_7_7,TACCOS_0,TACCOS_1,TACCOS_2,TACCOS_3,TACSIN_0,TACSIN_1,TACSIN_2,TACSIN_3
1UKLB,1,47.3349315068493,0.069635,0.0003229,0.3943854,0.1926055,0.0007711,0.5240739,0.1650483,0.0005786,0.497291,0.1401759,0.0004734,0.472566,0.1190812,0.0004269,0.4504359,0.1013379,0.00039,0.4321063,0.0892172,0.0003496,0.4189611,0.0810073,0.0003447,0.4093119,0.0743382,0.0003564,0.4013043,0.070798,0.0003489,0.3965082,0.1926055,0.0069746,0.1244784,0.0073747,0.0007711,0.0086452,0.123997,0.009011,0.5240739,0.3255925,0.0167842,0.6565845,0.3013699,0.0,0.6986301,264,0,612,0.8202552,0.0761931,0.9683018,0.4170059,0.0951394,0.4394157,0.0129456,0.0938405,0.8239671,0.2467258,0.9687715,0.46835,0.1102295,0.4635345,0.0225109,0.2234234,0.8208993,0.2236592,0.9687115,0.4401669,0.1052984,0.4386689,0.0200401,0.2033647,0.8204434,0.1905931,0.9686299,0.4312818,0.1059582,0.4341213,0.0185473,0.1826773,0.820243,0.1586885,0.9686213,0.4285834,0.1047237,0.4435122,0.0173512,0.1609645,0.8193486,0.1316747,0.9685284,0.4162255,0.0993345,0.4317028,0.0157032,0.1335579,0.8196427,0.1119113,0.9684494,0.4130064,0.0966683,0.4321822,0.0142766,0.1257006,0.8203967,0.1021938,0.9683959,0.4083634,0.0972471,0.431248,0.0138193,0.1142197,0.820513,0.0839556,0.9683408,0.412711,0.0951661,0.4270455,0.0129382,0.1020974,0.8200653,0.0817251,0.9683118,0.4152314,0.0945444,0.4400227,0.0127133,0.0964949,0.8239671,0.3318259,-0.8922038,-0.6037836,-0.2867932,-0.611082,0.1107784,-0.3368141,0.3254425,0.2467258,-0.3610326,-0.3636585,-0.1426844,-0.3059424,0.0139147,-0.3208187,-0.891698,-0.3605529,0.9687715,0.6527213,0.3109853,0.6570201,-0.1201544,0.374603,-0.5931856,-0.274599,0.6426268,0.46835,0.2166817,0.4513926,-0.0708016,0.2834573,-0.2874104,-0.1544399,0.3124152,0.2405568,0.1102295,0.2405642,-0.0256912,0.173398,-0.5950899,-0.2690284,0.6531618,0.5939873,0.2052375,0.4635345,-0.0754287,0.3555628,0.1122651,0.0199807,-0.1203132,-0.0422456,-0.0334068,-0.0671702,0.0225109,-0.0072548,-0.3288085,-0.2138899,0.3677827,0.322128,0.1362205,0.279339,-0.0286128,0.2234234,0.314738,0.6625066,-0.123753,0.3704943,-0.9062892,-0.3604669,0.9840839,0.6513881
1UL1Z,1,55.2688654353562,0.1744193,0.0220298,0.1712365,0.2943176,0.069766,0.3445671,0.2525233,0.0546159,0.3100902,0.2134989,0.0383159,0.2762823,0.1902427,0.0249651,0.2479978,0.1786462,0.0155649,0.2237833,0.17597,0.0134311,0.2051818,0.1792564,0.0142966,0.1898839,0.1797528,0.0170871,0.1779659,0.1785228,0.0189959,0.1730727,0.2943176,0.0493067,0.0835505,0.0482748,0.069766,0.0131959,0.0864707,0.0115308,0.3445671,0.4287889,0.1303747,0.4413008,0.4432718,0.1134565,0.4432718,168,43,168,0.7177153,-0.0286544,0.9002605,0.0694422,0.0207883,0.0787851,0.0532844,-0.025232,0.7095776,0.2427473,0.9033239,0.2745753,0.0743167,0.3492065,0.0810618,0.2370324,0.7056838,0.1969423,0.9026793,0.2260231,0.0656305,0.2180464,0.0732639,0.184286,0.7181497,0.1426539,0.9022296,0.1637842,0.0621792,0.1752918,0.0683859,0.1349842,0.7112909,0.1052581,0.9015787,0.1257766,0.0442426,0.1700612,0.0637532,0.0907644,0.7187134,0.078923,0.9013915,0.1020913,0.0373624,0.1396162,0.0599462,0.050827,0.7199248,0.0481566,0.9008306,0.0884413,0.0262394,0.0773906,0.0554668,0.0254718,0.7158056,0.0252059,0.9003154,0.0659631,0.0201136,0.0808316,0.0532973,0.005065,0.7353449,0.0082431,0.900116,0.048831,0.0164056,0.0493357,0.0522604,-0.0052015,0.7335731,-0.0169757,0.9001381,0.0653159,0.0236568,0.0530384,0.0517984,-0.0255237,0.7095776,0.0491807,-0.8052546,-0.2048629,-0.1445116,-0.2778634,0.1834956,-0.0265162,0.034034,0.2427473,-0.0381104,-0.3055016,-0.1013045,-0.2848721,-0.0808859,-0.3301178,-0.7997405,-0.0298628,0.9033239,0.2730557,0.1578717,0.2640211,-0.2146875,0.0359887,-0.2293133,-0.1471857,0.2606838,0.2745753,0.1111504,0.2573733,-0.0033328,0.2020116,-0.1337869,-0.1120599,0.1622286,0.1810416,0.0743167,0.179421,0.0039694,0.1469811,-0.1895977,-0.2015528,0.2620155,0.4817676,0.1145992,0.3492065,0.0138179,0.3124538,0.1994601,-0.0680515,-0.2138025,0.0530777,-0.0061674,0.0346476,0.0810618,0.0940178,0.0122453,-0.190534,0.0317427,0.2656295,0.0959823,0.2491303,0.0700093,0.2370324,0.1579993,0.2515316,-0.2337399,0.0096441,-0.8444437,-0.0140264,0.9492729,0.2529325
1UL4A,1,64.8648936170213,0.3766442,0.0407781,0.0529058,0.4400329,0.0601853,0.0832639,0.4122152,0.0448437,0.0770781,0.3994493,0.034244,0.0745528,0.3893321,0.0332397,0.0723822,0.396898,0.041325,0.070713,0.3935576,0.0443631,0.0636436,0.3853438,0.0409073,0.0638949,0.38487,0.0425413,0.061165,0.3785405,0.0387935,0.0561868,0.4400329,0.0880351,0.101133,0.081972,0.0601853,0.0206034,0.1073086,0.0149471,0.0832639,0.6337979,0.1615,0.2034894,0.6914894,0.1382979,0.1702128,65,13,16,0.7275223,0.0310502,0.8957382,0.056982,0.0087714,0.0049345,0.0787764,0.0429958,0.7592643,0.2219528,0.8865433,0.3051282,0.0236144,0.2750003,0.1012444,0.2073976,0.7172193,0.1882172,0.8870435,0.2542524,0.0196875,0.2643135,0.0998944,0.1463636,0.7152024,0.1786179,0.8871261,0.2673388,0.0215143,0.2361658,0.0969812,0.1476802,0.7166942,0.1504382,0.8876131,0.2240713,0.0154973,0.192527,0.0947043,0.0872737,0.7113353,0.172136,0.8906332,0.2281139,0.0196908,0.2269616,0.0932361,0.0991232,0.7057768,0.1567971,0.8906666,0.230292,0.0258391,0.1969689,0.0915206,0.1363564,0.7313603,0.1181356,0.8927679,0.1365176,0.0204991,0.137237,0.0880489,0.1383154,0.7643108,0.0880772,0.8938185,0.1422042,0.0175812,0.0494127,0.0848442,0.0850526,0.7231736,0.0557011,0.8947113,0.1130562,0.0199212,0.110713,0.0836235,0.0347701,0.7592643,-0.2056271,-0.8157796,-0.1304346,-0.0785232,-0.0987556,0.2571551,0.2538978,-0.1594259,0.2219528,0.2339429,-0.2208303,-0.0239248,-0.1493997,-0.1175618,-0.2647278,-0.7950037,0.2255184,0.8865433,0.1800678,0.0876867,0.1319307,-0.2769725,-0.2270082,-0.1906443,-0.1080123,0.1579612,0.3051282,0.0661971,0.2936783,0.0111146,0.1072046,-0.0684048,-0.03139,0.0911102,0.0797806,0.0236144,0.0912932,-0.0103052,0.0367703,-0.0902353,-0.1521396,0.1258471,0.4706541,0.0352247,0.2750003,0.0141141,0.1511083,0.2533333,-0.1181094,-0.2767194,0.0384258,-0.0185161,0.0284516,0.1012444,0.1145134,0.2270179,-0.1908792,-0.2409053,0.1365157,0.0245038,0.136082,0.1151026,0.2073976,0.0923328,0.1068159,-0.2994005,-0.2563784,-0.8471423,0.2542448,0.9406522,0.1516417
1ULYA,1,60.95624999999999,0.0750588,0.035087,0.3559678,0.1718362,0.0680441,0.4803639,0.1250936,0.0587336,0.4473872,0.0925501,0.0505151,0.4187023,0.0752459,0.0442806,0.397625,0.0605998,0.0383188,0.3801262,0.0519993,0.0324156,0.3666776,0.050462,0.0303999,0.3545863,0.0525356,0.0300329,0.347599,0.0678455,0.0321489,0.3535133,0.1718362,0.0304523,0.099069,0.0270966,0.0680441,0.011892,0.1022633,0.0081582,0.4803639,0.3046615,0.1064948,0.5884531,0.2864583,0.0885417,0.625,55,17,120,0.7597988,0.0712052,0.9303813,0.2458171,0.0731239,0.2691198,0.0316741,0.0690552,0.7653141,0.2691219,0.9307681,0.3670081,0.1158044,0.4664776,0.056272,0.2796392,0.764916,0.2258838,0.9306937,0.3525897,0.106068,0.4073632,0.0498367,0.2072612,0.7674822,0.1884349,0.9307582,0.3555023,0.0975644,0.3482303,0.0446493,0.1721739,0.7622624,0.1369335,0.9304081,0.2934095,0.0907587,0.3205422,0.0397147,0.1299482,0.7619294,0.1097482,0.9305492,0.2830488,0.0911304,0.3098518,0.0378156,0.0856052,0.763813,0.0880746,0.9305726,0.2888814,0.0835806,0.2994349,0.0354762,0.0678584,0.7615996,0.0623021,0.9301074,0.2566227,0.0747714,0.2685917,0.0315513,0.0388309,0.7661318,0.0566335,0.9302715,0.2644417,0.0716793,0.2532939,0.0303557,0.0362196,0.7584529,0.0456801,0.9302227,0.2520399,0.0761839,0.2106806,0.0288781,0.0502563,0.7653141,0.2429972,-0.8474691,-0.4166272,-0.2224651,-0.4126253,0.1433531,-0.2133538,0.2486082,0.2691219,-0.2708877,-0.366406,-0.1682523,-0.3637956,-0.0340347,-0.3441521,-0.8436355,-0.2724941,0.9307681,0.4914742,0.2426399,0.4641098,-0.1567301,0.2536264,-0.4236423,-0.2384021,0.4707899,0.3670081,0.1943434,0.3685293,-0.030006,0.2860807,-0.2213778,-0.1761521,0.243912,0.2433603,0.1158044,0.2628767,0.0050855,0.1946469,-0.397376,-0.3071823,0.4512619,0.5463239,0.2118066,0.4664776,-0.0006174,0.3810303,0.1502247,-0.0240349,-0.1585955,0.0134872,-0.0068404,0.0091055,0.056272,0.0510336,-0.2153016,-0.2138798,0.2407555,0.3364222,0.1468431,0.3022377,0.0253737,0.2796392,0.2382885,0.44552,-0.173008,0.228062,-0.8761618,-0.2551392,0.963231,0.4720091
1USTA,1,66.07096774193548,0.1281283,0.0219996,0.1570676,0.3815034,0.0414548,0.3683728,0.3402022,0.0288539,0.3433289,0.3090211,0.0216291,0.3175892,0.2759455,0.0141165,0.2904427,0.2497963,0.0180857,0.2613817,0.2125275,0.015712,0.231356,0.1848791,0.0168422,0.2069597,0.1613853,0.0220904,0.1839686,0.1378485,0.0208702,0.1679941,0.3815034,0.0543322,0.0491252,0.0492536,0.0414548,0.0038785,0.0499943,0.0032594,0.3683728,0.4860645,0.098129,0.4165591,0.4946237,0.0860215,0.4193548,46,8,39,0.6790605,-0.022491,0.8927069,0.060767,0.0260033,0.1731985,0.056999,-0.0318078,0.6491788,0.2309871,0.8842828,0.2849934,0.0750073,0.3432964,0.0979364,0.244894,0.6588608,0.2119258,0.8848393,0.3130892,0.0679787,0.2768851,0.0940547,0.1718606,0.6804245,0.1958832,0.8868448,0.2128416,0.0620394,0.2757023,0.084928,0.1430176,0.6846906,0.1366901,0.8887555,0.2212236,0.0596634,0.237775,0.0804767,0.1296117,0.6448421,0.1293042,0.8891239,0.2021652,0.0575412,0.2366922,0.0775398,0.1012825,0.6432396,0.0730052,0.8881802,0.1095791,0.0403651,0.1629996,0.0686697,0.0757984,0.6744062,0.0248415,0.8904102,0.1031702,0.0375481,0.1385935,0.0638167,0.0641922,0.6411734,-0.0004602,0.8918205,0.0884178,0.0309818,0.1374976,0.0601509,0.0366055,0.6351918,-0.010098,0.8935128,0.0528467,0.0283829,0.1361238,0.0572953,-0.008939,0.6491788,0.0585587,-0.770617,-0.0464319,-0.1516576,-0.1653695,0.1995925,-0.049853,0.0403063,0.2309871,-0.0446635,-0.3601802,-0.0871043,-0.2650804,-0.0828918,-0.3007195,-0.7643516,-0.0504462,0.8842828,0.1465421,0.1655171,0.1644311,-0.2279405,0.0468545,-0.0428865,-0.2267789,0.1210971,0.2849934,0.0996074,0.3052926,0.0681392,0.2515935,-0.1447437,-0.1299884,0.174934,0.1673965,0.0750073,0.1835331,-0.0018805,0.1234911,-0.0343707,-0.2707459,0.1507003,0.5287801,0.0710109,0.3432964,0.0566855,0.3208048,0.2177129,-0.0882142,-0.2276678,0.1165998,-0.0157725,0.0874061,0.0979364,0.0989548,0.0193564,-0.2013043,0.0458052,0.2844233,0.0853755,0.2854425,0.078443,0.244894,0.1676499,0.1246828,-0.2558293,0.0116228,-0.821117,-0.0166184,0.9379225,0.0985573
1UVHD,1,49.06229508196719,0.0751651,0.0009296,0.4006192,0.2015341,0.0128876,0.5518304,0.176138,0.0098813,0.5324704,0.151341,0.007072,0.5097365,0.1292256,0.004998,0.4859205,0.1134554,0.0025795,0.4651323,0.1047253,0.0018519,0.4467797,0.0993921,0.0013693,0.4309161,0.0929197,0.0011351,0.4183151,0.0835258,0.0012215,0.4080858,0.2015341,0.0293987,0.0808803,0.0296204,0.0128876,0.0073728,0.0809438,0.0073678,0.5518304,0.3151803,0.0495137,0.6361913,0.3169399,0.0273224,0.6557377,58,5,120,0.7504106,0.0103103,0.9479248,0.2760542,0.0767583,0.2685478,0.018317,0.0428666,0.7681649,0.3377789,0.9482702,0.3637295,0.1175725,0.4257704,0.0425021,0.3115785,0.7436726,0.3068558,0.947953,0.347458,0.1035483,0.3615084,0.037427,0.2616721,0.7491285,0.262619,0.9481915,0.3088309,0.1007954,0.329461,0.0331153,0.2349626,0.7481228,0.2257585,0.9482038,0.3396771,0.1013404,0.3263818,0.0308206,0.2046982,0.7451953,0.1691145,0.9482114,0.3101955,0.0970266,0.3545261,0.0286956,0.163607,0.7401064,0.1202105,0.9480616,0.2973919,0.0840378,0.3194167,0.0248057,0.1247035,0.7436861,0.0880051,0.9476269,0.2611854,0.0781288,0.2758767,0.0210743,0.0906175,0.7522362,0.0533248,0.9472739,0.2530067,0.0723229,0.2657955,0.0195712,0.0928123,0.7503463,0.0246881,0.9477387,0.2754428,0.0758213,0.266528,0.0197774,0.0549279,0.7681649,0.2629353,-0.8478399,-0.457407,-0.2464476,-0.4863421,0.118866,-0.2595803,0.2495958,0.3377789,-0.2734933,-0.3435123,-0.1713455,-0.3181065,-0.0318966,-0.3565965,-0.8451327,-0.2790817,0.9482702,0.5229611,0.2781971,0.5316606,-0.1397958,0.3037128,-0.459767,-0.2606861,0.5065806,0.3637295,0.1897868,0.3603071,-0.0387048,0.276492,-0.2510393,-0.1759768,0.2776715,0.2374637,0.1175725,0.2393704,-0.0097934,0.1885377,-0.4556549,-0.3028192,0.5168509,0.5058802,0.1963477,0.4257704,-0.035035,0.3444955,0.1250171,-0.0292722,-0.142003,-0.0094154,-0.0183402,-0.0202849,0.0425021,0.0262019,-0.2686811,-0.3006059,0.2952422,0.3295765,0.1697762,0.3281559,0.0197886,0.3115785,0.2767041,0.5221746,-0.1510503,0.2877746,-0.8672948,-0.2648709,0.9727449,0.5117882
1V63A,1,73.88712871287126,0.1583388,0.0007809,0.2930307,0.348663,0.0014305,0.393636,0.3262802,0.0010818,0.3811396,0.3017616,0.0009981,0.3677146,0.2764837,0.0010906,0.3533631,0.2521388,0.0011165,0.3397243,0.2274984,0.000891,0.3252185,0.2051624,0.0007697,0.3123348,0.1833345,0.0008222,0.3008266,0.1725536,0.0008384,0.2982354,0.348663,0.012105,0.1062061,0.0128968,0.0014305,0.0084807,0.1057921,0.0093359,0.393636,0.4729208,0.0227624,0.5035743,0.4653465,0.0,0.5346535,47,0,54,0.7912846,0.0116955,0.946213,0.2472838,0.0831711,0.3031335,0.0310357,0.0602872,0.7846691,0.2561926,0.9386282,0.4290319,0.0861048,0.3573271,0.04984,0.1497193,0.7821183,0.2223741,0.9387218,0.3497138,0.0867438,0.3270537,0.0468794,0.1666645,0.7830704,0.1991935,0.9395988,0.3610713,0.0879374,0.3548687,0.0470631,0.1615577,0.8033357,0.1615509,0.9402142,0.3165185,0.0924658,0.3490939,0.04464,0.12243,0.7981971,0.1116176,0.942107,0.2878207,0.0832363,0.2707884,0.0390808,0.1080717,0.798342,0.0803626,0.9425984,0.3220956,0.082645,0.3044394,0.0391039,0.0715445,0.7990948,0.0631007,0.9441217,0.2982415,0.0842185,0.2992535,0.0364421,0.0518407,0.7976259,0.0331547,0.944868,0.2561949,0.0827137,0.2702332,0.0330945,0.0546845,0.7932368,0.0216077,0.945289,0.2525368,0.082083,0.3046332,0.0331503,0.0546209,0.7846691,0.1354514,-0.8715894,-0.3737003,-0.2331276,-0.4447474,0.167238,-0.1365522,0.1456349,0.2561926,-0.1480477,-0.3243697,-0.1008765,-0.2593235,-0.0379899,-0.2830136,-0.85205,-0.1508564,0.9386282,0.4430909,0.2498289,0.4847127,-0.1797189,0.1464966,-0.3985917,-0.1822811,0.4235384,0.4290319,0.1506612,0.3178008,-0.0466746,0.1752246,-0.2367472,-0.1052509,0.2575731,0.1816068,0.0861048,0.1962302,-0.0266001,0.1179275,-0.4125457,-0.1919924,0.4808668,0.5588401,0.1340554,0.3573271,-0.0645319,0.2444074,0.1636119,-0.0228839,-0.1789089,0.0042446,-0.037128,-0.0468727,0.04984,0.0355949,-0.1319137,-0.1896921,0.1341815,0.2316512,0.0949956,0.2060627,0.0265537,0.1497193,0.2569976,0.4752996,-0.1907887,0.1331123,-0.8805133,-0.1388164,0.9678313,0.4181558
1VJFA,1,50.22611111111112,0.1924984,0.0674658,0.0639991,0.2915589,0.1518633,0.212317,0.2532199,0.1249388,0.1907223,0.2135793,0.0975322,0.1647136,0.1853389,0.073147,0.1408454,0.1615242,0.0591465,0.1185089,0.1567835,0.053124,0.1002954,0.1614472,0.0546492,0.0848614,0.167325,0.058514,0.0718469,0.1739407,0.0603107,0.0643749,0.2915589,0.0752879,0.0824144,0.070614,0.1518633,0.0164798,0.0863799,0.0115465,0.212317,0.4515833,0.2390333,0.3086278,0.4833333,0.2222222,0.2944444,87,40,53,0.6754905,-0.0880301,0.873113,0.0079963,-0.0127477,-0.0840113,0.0735726,-0.0542535,0.6747479,0.2958082,0.875911,0.1980924,0.0674299,0.3423532,0.110637,0.3181293,0.6852882,0.2339312,0.8754258,0.1584716,0.0457235,0.1978456,0.1014858,0.203744,0.6908451,0.1811951,0.8745876,0.1157846,0.0270807,0.1156932,0.0940241,0.1644443,0.7180351,0.1399277,0.8738982,0.1025871,0.0221155,0.0761119,0.0898104,0.106937,0.6840544,0.0898195,0.8739282,0.0791919,0.0100586,0.0195583,0.0860701,0.0574169,0.6840981,0.0425362,0.8733863,0.0253279,-0.0077797,-0.0301792,0.0818359,0.0300623,0.683688,-0.00477,0.8731636,-0.0026474,-0.0110853,-0.0871205,0.0768725,-0.0094263,0.6793314,-0.0568869,0.8728392,0.0057728,-0.0115253,-0.1000416,0.0744142,-0.0532453,0.7130489,-0.0829217,0.8728145,-0.0148129,-0.0150716,-0.126774,0.0732873,-0.0914293,0.6747479,-0.1266751,-0.7848768,-0.1123086,-0.0598946,-0.1107133,0.2318367,0.1562777,-0.1502959,0.2958082,0.1601504,-0.1870582,-0.1135274,-0.2929477,-0.1456242,-0.3614482,-0.769587,0.1630677,0.875911,0.1763076,0.0600534,0.1025313,-0.263149,-0.1505077,-0.1430534,-0.0810578,0.1583878,0.1980924,0.0717069,0.2134063,-0.0007212,0.1418837,-0.0403412,-0.1142941,0.0623694,0.1480221,0.0674299,0.1693479,0.0310181,0.1450202,-0.0611224,-0.1720849,0.0982311,0.3902278,0.1074656,0.3423532,0.0558875,0.2758186,0.2435341,-0.1300706,-0.2631278,0.0478776,0.0199769,0.0791624,0.110637,0.1471028,0.1853491,-0.2473853,-0.1604954,0.1811991,0.112465,0.3196578,0.1400792,0.3181293,0.0519132,0.0719047,-0.2908538,-0.1933783,-0.8267433,0.1994552,0.9343795,0.1529191
1WEOA,1,60.03118279569891,0.456467,0.073612,0.0172456,0.5212491,0.0874264,0.0367217,0.494217,0.0675102,0.0326982,0.4843091,0.0619339,0.0286728,0.4716863,0.0552902,0.0251261,0.4578153,0.0483712,0.0224138,0.4559421,0.0539984,0.0200119,0.4604983,0.0631705,0.0192922,0.4622862,0.0715575,0.0181638,0.4617691,0.0772827,0.0176231,0.5212491,0.1032383,0.0607702,0.0995553,0.0874264,0.0146629,0.0639188,0.0107533,0.0367217,0.6885591,0.1995914,0.110957,0.7956989,0.1612903,0.0430108,74,15,4,0.5742563,0.1423801,0.8525318,0.0292757,-0.0016878,0.1370892,0.1247758,0.1666267,0.5073389,0.2598007,0.8487421,0.0965761,0.0098392,0.1565121,0.1334253,0.1908355,0.502821,0.2147317,0.8490029,0.1390264,0.004475,0.0992704,0.1318089,0.1113534,0.579932,0.2207153,0.8477673,0.0684638,0.005382,0.0619288,0.1258374,0.1584971,0.562561,0.2017067,0.8475859,0.0734677,-0.0029041,-0.0195704,0.122456,0.0801347,0.5358492,0.1835734,0.8498505,0.0162763,-0.0004594,-0.0356633,0.1207037,0.0578257,0.6092383,0.1936635,0.8495503,0.0369973,-0.002429,0.00837,0.1248162,0.1290534,0.5711008,0.1900773,0.8515018,-0.0168872,0.0064507,0.0315638,0.124722,0.1185421,0.6211243,0.1714095,0.852289,0.0293728,0.0051755,0.1298403,0.1257506,0.0884179,0.6065132,0.1493181,0.8525728,0.0541693,-0.009303,0.1376961,0.1255623,0.1711797,0.5073389,-0.2873244,-0.6940989,0.0849141,0.0162642,0.0121423,0.253777,0.2869244,-0.2864508,0.2598007,0.3691453,-0.1228055,-0.0306073,-0.1602323,-0.1757645,-0.3020107,-0.6807376,0.3660714,0.8487421,-0.0725945,0.0019428,-0.0896397,-0.3229874,-0.3026854,0.074226,-0.0749861,-0.0786653,0.0965761,0.0246111,0.1846679,0.0652255,0.1418923,0.0239019,-0.0340743,0.001498,0.0456386,0.0098392,0.0495903,0.0121546,0.0293737,0.1867264,-0.1650663,-0.0991573,0.2511377,0.0025255,0.1565121,0.064088,0.1595425,0.2840501,-0.1683512,-0.3233509,0.0879047,0.0027197,0.0830974,0.1334253,0.1413047,0.3006939,-0.2019481,-0.3166916,0.074371,-0.0060238,0.1199838,0.1436803,0.1908355,-0.0050913,-0.1232779,-0.3552682,-0.3402839,-0.7313453,0.4026808,0.9202407,-0.1052544
1WEPA,1,68.62278481012659,0.3742583,0.0606705,0.008971,0.478403,0.1429795,0.0472506,0.4222365,0.1000601,0.0304169,0.3727932,0.0578735,0.0142565,0.3471821,0.0375181,0.0137909,0.3480428,0.0429873,0.0215747,0.3628262,0.0639859,0.0285494,0.3709112,0.0769037,0.0304971,0.3815452,0.0845467,0.0233098,0.3823975,0.0727985,0.0163846,0.478403,0.107226,0.0450819,0.1003307,0.1429795,0.0139724,0.0526576,0.0074231,0.0472506,0.636,0.2554557,0.1062025,0.6835443,0.2278481,0.0886076,54,18,7,0.6517272,0.1097607,0.8380096,0.0237216,0.0079079,0.0880206,0.1247783,0.1066464,0.6062413,0.1637678,0.8389301,0.0746415,0.0142548,0.2185503,0.1345194,0.1571756,0.6025016,0.1141879,0.8371667,0.0542752,0.0064736,-0.0038567,0.1239841,0.0775898,0.6111668,0.1068109,0.8351981,-0.0298791,0.0015251,-0.0954576,0.1143947,0.0785262,0.6416875,0.0622424,0.8359281,-0.135215,-0.0180309,-0.2205142,0.1079601,-0.0573498,0.6212742,0.0971184,0.83765,-0.0682833,-0.0147301,-0.1543189,0.1105909,0.057224,0.6180227,0.1269528,0.8383298,-0.1198409,-0.0069282,-0.1041685,0.1173697,0.0481252,0.6286911,0.1567367,0.8399247,0.0603306,0.0086296,0.1204132,0.1273408,0.0912664,0.6222715,0.158847,0.8394897,0.0601808,0.0102732,0.1611562,0.1288367,0.1329868,0.6722112,0.1268887,0.8387338,0.0732301,0.018833,0.142896,0.1304103,0.0961497,0.6062413,-0.2819431,-0.7429199,0.053467,0.0582181,-0.0780258,0.2718915,0.3147143,-0.2437178,0.1637678,0.31333,-0.1863066,-0.0584088,-0.1528241,-0.1595882,-0.3056231,-0.7145504,0.3167131,0.8389301,-0.0148426,-0.0456701,0.0129806,-0.3150655,-0.264266,0.0638567,0.0157003,-0.03734,0.0746415,0.0331983,0.0613508,0.034272,0.1056551,0.0278801,-0.0613571,-0.0441539,0.1299492,0.0142548,0.104321,0.043055,0.0366499,0.0998766,-0.071509,-0.0187314,0.4423299,0.0159864,0.2185503,0.0588248,0.2133347,0.2765809,-0.1440161,-0.3167657,0.1247333,0.0207863,0.0608847,0.1345194,0.1470114,0.3036173,-0.1062592,-0.2749656,0.1020773,0.0578878,0.1346219,0.1373221,0.1571756,-0.0544103,-0.0244123,-0.3507761,-0.3058951,-0.7865745,0.3498291,0.9150014,-0.0632508
